kd,kr,assists,survival_rate
1.6666666666666667,1.1842105263157894,8,0.7105263157894737
0.9230769230769231,0.5,4,0.5416666666666666
1.3157894736842106,0.43103448275862066,18,0.3275862068965517
0.8181818181818182,0.5,6,0.6111111111111112
